timestamp,voltage,current,is_anomaly
2026-09-08 11:25:23,228.33,3.02,0
2026-09-08 11:26:23,232.74,3.24,0
2026-09-08 11:27:23,232.34,2.87,0
2026-09-08 11:28:23,226.32,2.86,0
2026-09-08 11:29:23,227.06,3.09,0
2026-09-08 11:30:23,230.87,3.19,0
2026-09-08 11:31:23,226.73,3.25,0
2026-09-08 11:32:23,230.47,3.04,0
2026-09-08 11:33:23,226.04,3.21,0
2026-09-08 11:34:23,227.29,3.13,0
2026-09-08 11:35:23,230.31,2.95,0
2026-09-08 11:36:23,229.42,2.89,0
2026-09-08 11:37:23,228.41,2.75,0
2026-09-08 11:38:23,226.9,3.05,0
2026-09-08 11:39:23,230.33,3.16,0
2026-09-08 11:40:23,229.89,2.81,0
2026-09-08 11:41:23,231.72,2.9,0
2026-09-08 11:42:23,230.44,3.12,0
2026-09-08 11:43:23,231.04,2.78,0
2026-09-08 11:44:23,230.98,3.22,0
2026-09-08 11:45:23,230.89,3.21,0
2026-09-08 11:46:23,227.09,2.77,0
2026-09-08 11:47:23,228.02,3.01,0
2026-09-08 11:48:23,231.1,3.01,0
2026-09-08 11:49:23,233.49,3.04,0
2026-09-08 11:50:23,233.57,2.88,0
2026-09-08 11:51:23,230.33,2.74,0
2026-09-08 11:52:23,228.3,3.06,0
2026-09-08 11:53:23,233.56,3.01,0
2026-09-08 11:54:23,229.37,3.08,0
2026-09-08 11:55:23,229.25,3.01,0
2026-09-08 11:56:23,230.74,3.28,0
2026-09-08 11:57:23,226.34,2.9,0
2026-09-08 11:58:23,233.9,3.02,0
2026-09-08 11:59:23,230.92,2.9,0
2026-09-08 12:00:23,232.87,2.86,0
2026-09-08 12:01:23,232.2,2.81,0
2026-09-08 12:02:23,229.77,2.93,0
2026-09-08 12:03:23,227.05,3.29,0
2026-09-08 12:04:23,229.27,3.25,0
2026-09-08 12:05:23,230.5,2.8,0
2026-09-08 12:06:23,231.77,3.02,0
2026-09-08 12:07:23,229.97,3.28,0
2026-09-08 12:08:23,232.47,2.74,0
2026-09-08 12:09:23,227.33,3.2,0
2026-09-08 12:10:23,232.11,3.04,0
2026-09-08 12:11:23,231.38,3.15,0
2026-09-08 12:12:23,228.18,3.21,0
2026-09-08 12:13:23,228.83,2.97,0
2026-09-08 12:14:23,233.72,3.16,0
2026-09-08 12:15:23,226.2,2.83,0
2026-09-08 12:16:23,226.38,3.04,0
2026-09-08 12:17:23,231.93,3.16,0
2026-09-08 12:18:23,233.31,2.78,0
2026-09-08 12:19:23,226.05,3.04,0
2026-09-08 12:20:23,233.67,2.72,0
2026-09-08 12:21:23,232.73,2.91,0
2026-09-08 12:22:23,232.78,2.74,0
2026-09-08 12:23:23,226.76,3.07,0
2026-09-08 12:24:23,232.79,3.04,0
2026-09-08 12:25:23,232.97,3.22,0
2026-09-08 12:26:23,233.78,3.12,0
2026-09-08 12:27:23,228.05,3.14,0
2026-09-08 12:28:23,230.71,3.2,0
2026-09-08 12:29:23,229.74,3.23,0
2026-09-08 12:30:23,233.56,3.23,0
2026-09-08 12:31:23,231.99,2.75,0
2026-09-08 12:32:23,226.12,2.96,0
2026-09-08 12:33:23,231.66,3.09,0
2026-09-08 12:34:23,232.94,2.91,0
2026-09-08 12:35:23,232.49,3.3,0
2026-09-08 12:36:23,229.1,3.21,0
2026-09-08 12:37:23,231.45,2.92,0
2026-09-08 12:38:23,231.75,2.99,0
2026-09-08 12:39:23,230.36,3.13,0
2026-09-08 12:40:23,228.45,3.11,0
2026-09-08 12:41:23,233.23,2.99,0
2026-09-08 12:42:23,230.01,2.96,0
2026-09-08 12:43:23,232.43,3.2,0
2026-09-08 12:44:23,227.87,3.23,0
2026-09-08 12:45:23,230.78,2.78,0
2026-09-08 12:46:23,232.82,2.87,0
2026-09-08 12:47:23,233.61,2.7,0
2026-09-08 12:48:23,228.36,2.74,0
2026-09-08 12:49:23,230.83,2.76,0
2026-09-08 12:50:23,230.3,3.23,0
2026-09-08 12:51:23,228.07,3.29,0
2026-09-08 12:52:23,232.28,2.81,0
2026-09-08 12:53:23,231.62,3.11,0
2026-09-08 12:54:23,228.97,3.14,0
2026-09-08 12:55:23,233.68,3.03,0
2026-09-08 12:56:23,231.3,2.93,0
2026-09-08 12:57:23,232.67,2.81,0
2026-09-08 12:58:23,230.77,3.24,0
2026-09-08 12:59:23,230.99,2.81,0
2026-09-08 13:00:23,232.36,3.03,0
2026-09-08 13:01:23,229.6,3.05,0
2026-09-08 13:02:23,229.8,2.93,0
2026-09-08 13:03:23,230.62,2.94,0
2026-09-08 13:04:23,233.01,2.9,0
2026-09-08 13:05:23,228.61,3.16,0
2026-09-08 13:06:23,231.13,3.19,0
2026-09-08 13:07:23,227.17,3.03,0
2026-09-08 13:08:23,227.78,2.77,0
2026-09-08 13:09:23,232.54,2.91,0
2026-09-08 13:10:23,228.8,3.11,0
2026-09-08 13:11:23,228.37,3.01,0
2026-09-08 13:12:23,230.62,2.73,0
2026-09-08 13:13:23,228.8,0.45,1
2026-09-08 13:14:23,228.18,2.85,0
2026-09-08 13:15:23,229.37,3.18,0
2026-09-08 13:16:23,229.3,2.84,0
2026-09-08 13:17:23,230.87,3.26,0
2026-09-08 13:18:23,233.76,2.83,0
2026-09-08 13:19:23,229.25,3.02,0
2026-09-08 13:20:23,227.39,2.74,0
2026-09-08 13:21:23,229.34,2.74,0
2026-09-08 13:22:23,226.69,3.2,0
2026-09-08 13:23:23,229.9,3.26,0
2026-09-08 13:24:23,232.26,2.98,0
2026-09-08 13:25:23,226.1,2.85,0
2026-09-08 13:26:23,232.56,2.72,0
2026-09-08 13:27:23,229.7,2.91,0
2026-09-08 13:28:23,229.47,2.85,0
2026-09-08 13:29:23,230.59,3.1,0
2026-09-08 13:30:23,232.98,3.15,0
2026-09-08 13:31:23,231.3,0.16,1
2026-09-08 13:32:23,230.49,2.74,0
2026-09-08 13:33:23,227.56,3.05,0
2026-09-08 13:34:23,230.44,2.9,0
2026-09-08 13:35:23,233.48,3.23,0
2026-09-08 13:36:23,230.27,3.13,0
2026-09-08 13:37:23,230.05,3.21,0
2026-09-08 13:38:23,230.25,3.02,0
2026-09-08 13:39:23,227.42,3.11,0
2026-09-08 13:40:23,230.65,2.83,0
2026-09-08 13:41:23,232.29,3.2,0
2026-09-08 13:42:23,228.76,2.99,0
2026-09-08 13:43:23,229.77,2.81,0
2026-09-08 13:44:23,231.05,2.93,0
2026-09-08 13:45:23,227.41,3.1,0
2026-09-08 13:46:23,233.79,2.81,0
2026-09-08 13:47:23,226.33,2.84,0
2026-09-08 13:48:23,229.76,2.87,0
2026-09-08 13:49:23,231.37,2.77,0
2026-09-08 13:50:23,231.72,3.27,0
2026-09-08 13:51:23,232.57,3.2,0
2026-09-08 13:52:23,233.18,3.0,0
2026-09-08 13:53:23,229.0,2.93,0
2026-09-08 13:54:23,229.81,2.73,0
2026-09-08 13:55:23,230.87,2.97,0
2026-09-08 13:56:23,227.58,2.92,0
2026-09-08 13:57:23,227.4,3.08,0
2026-09-08 13:58:23,226.32,3.03,0
2026-09-08 13:59:23,228.62,2.95,0
2026-09-08 14:00:23,232.03,3.01,0
2026-09-08 14:01:23,232.91,3.09,0
2026-09-08 14:02:23,231.83,2.75,0
2026-09-08 14:03:23,230.72,3.28,0
2026-09-08 14:04:23,229.2,3.02,0
2026-09-08 14:05:23,231.23,3.0,0
2026-09-08 14:06:23,226.08,3.11,0
2026-09-08 14:07:23,230.89,3.02,0
2026-09-08 14:08:23,229.74,3.03,0
2026-09-08 14:09:23,231.94,3.22,0
2026-09-08 14:10:23,228.22,3.24,0
2026-09-08 14:11:23,228.84,3.01,0
2026-09-08 14:12:23,229.47,3.1,0
2026-09-08 14:13:23,230.45,2.99,0
2026-09-08 14:14:23,233.72,3.06,0
2026-09-08 14:15:23,226.47,2.91,0
2026-09-08 14:16:23,229.24,2.99,0
2026-09-08 14:17:23,228.1,3.04,0
2026-09-08 14:18:23,231.34,3.01,0
2026-09-08 14:19:23,227.64,3.2,0
2026-09-08 14:20:23,230.68,3.17,0
2026-09-08 14:21:23,227.34,3.17,0
2026-09-08 14:22:23,228.52,3.06,0
2026-09-08 14:23:23,229.02,2.72,0
2026-09-08 14:24:23,228.44,3.28,0
2026-09-08 14:25:23,228.73,2.99,0
2026-09-08 14:26:23,230.7,2.82,0
2026-09-08 14:27:23,231.42,2.84,0
2026-09-08 14:28:23,233.46,3.2,0
2026-09-08 14:29:23,233.84,2.77,0
2026-09-08 14:30:23,231.81,3.14,0
2026-09-08 14:31:23,231.49,3.24,0
2026-09-08 14:32:23,229.96,3.04,0
2026-09-08 14:33:23,227.91,3.26,0
2026-09-08 14:34:23,231.46,3.05,0
2026-09-08 14:35:23,229.46,2.77,0
2026-09-08 14:36:23,232.26,3.19,0
2026-09-08 14:37:23,233.3,2.81,0
2026-09-08 14:38:23,226.01,2.76,0
2026-09-08 14:39:23,229.68,2.85,0
2026-09-08 14:40:23,226.75,2.85,0
2026-09-08 14:41:23,231.81,3.14,0
2026-09-08 14:42:23,226.07,2.72,0
2026-09-08 14:43:23,231.76,3.07,0
2026-09-08 14:44:23,230.02,3.19,0
2026-09-08 14:45:23,227.52,3.15,0
2026-09-08 14:46:23,233.48,3.0,0
2026-09-08 14:47:23,227.43,3.13,0
2026-09-08 14:48:23,233.51,3.09,0
2026-09-08 14:49:23,230.93,3.29,0
2026-09-08 14:50:23,231.05,3.02,0
2026-09-08 14:51:23,228.02,3.16,0
2026-09-08 14:52:23,229.33,3.17,0
2026-09-08 14:53:23,233.91,2.92,0
2026-09-08 14:54:23,228.84,3.27,0
2026-09-08 14:55:23,230.48,2.75,0
2026-09-08 14:56:23,232.24,3.23,0
2026-09-08 14:57:23,230.34,3.1,0
2026-09-08 14:58:23,233.76,2.72,0
2026-09-08 14:59:23,233.94,2.75,0
2026-09-08 15:00:23,230.83,3.25,0
2026-09-08 15:01:23,233.99,2.84,0
2026-09-08 15:02:23,227.45,2.74,0
2026-09-08 15:03:23,226.88,2.87,0
2026-09-08 15:04:23,228.97,2.93,0
2026-09-08 15:05:23,231.32,3.1,0
2026-09-08 15:06:23,232.2,2.91,0
2026-09-08 15:07:23,228.55,3.05,0
2026-09-08 15:08:23,229.51,2.87,0
2026-09-08 15:09:23,232.8,3.25,0
2026-09-08 15:10:23,231.06,3.12,0
2026-09-08 15:11:23,229.59,2.85,0
2026-09-08 15:12:23,231.22,2.73,0
2026-09-08 15:13:23,233.83,2.71,0
2026-09-08 15:14:23,232.85,3.14,0
2026-09-08 15:15:23,231.64,2.71,0
2026-09-08 15:16:23,226.33,3.06,0
2026-09-08 15:17:23,228.43,2.78,0
2026-09-08 15:18:23,231.7,2.73,0
2026-09-08 15:19:23,229.15,2.87,0
2026-09-08 15:20:23,232.88,2.78,0
2026-09-08 15:21:23,229.77,2.88,0
2026-09-08 15:22:23,226.74,3.17,0
2026-09-08 15:23:23,229.86,2.83,0
2026-09-08 15:24:23,229.85,2.85,0
2026-09-08 15:25:23,228.01,2.76,0
2026-09-08 15:26:23,231.31,2.94,0
2026-09-08 15:27:23,227.14,2.79,0
2026-09-08 15:28:23,232.67,2.88,0
2026-09-08 15:29:23,229.44,3.27,0
2026-09-08 15:30:23,232.56,3.22,0
2026-09-08 15:31:23,226.01,3.05,0
2026-09-08 15:32:23,227.57,2.79,0
2026-09-08 15:33:23,230.45,2.91,0
2026-09-08 15:34:23,227.05,3.04,0
2026-09-08 15:35:23,232.54,2.83,0
2026-09-08 15:36:23,231.77,3.08,0
2026-09-08 15:37:23,232.16,2.88,0
2026-09-08 15:38:23,228.39,2.89,0
2026-09-08 15:39:23,231.81,3.12,0
2026-09-08 15:40:23,229.31,3.28,0
2026-09-08 15:41:23,232.22,2.77,0
2026-09-08 15:42:23,229.24,3.12,0
2026-09-08 15:43:23,232.14,3.14,0
2026-09-08 15:44:23,233.13,2.93,0
2026-09-08 15:45:23,227.54,2.9,0
2026-09-08 15:46:23,229.51,3.19,0
2026-09-08 15:47:23,232.58,3.02,0
2026-09-08 15:48:23,228.05,3.03,0
2026-09-08 15:49:23,229.14,3.02,0
2026-09-08 15:50:23,228.51,2.94,0
2026-09-08 15:51:23,229.35,3.18,0
2026-09-08 15:52:23,230.54,3.23,0
2026-09-08 15:53:23,230.56,2.87,0
2026-09-08 15:54:23,232.06,2.85,0
2026-09-08 15:55:23,229.54,3.21,0
2026-09-08 15:56:23,230.42,3.1,0
2026-09-08 15:57:23,231.63,2.7,0
2026-09-08 15:58:23,230.09,2.85,0
2026-09-08 15:59:23,227.05,2.93,0
2026-09-08 16:00:23,233.95,2.89,0
2026-09-08 16:01:23,227.74,2.8,0
2026-09-08 16:02:23,230.08,3.18,0
2026-09-08 16:03:23,229.25,3.08,0
2026-09-08 16:04:23,228.77,3.25,0
2026-09-08 16:05:23,233.38,2.78,0
2026-09-08 16:06:23,229.29,2.77,0
2026-09-08 16:07:23,231.36,2.81,0
2026-09-08 16:08:23,226.19,3.07,0
2026-09-08 16:09:23,229.9,2.97,0
2026-09-08 16:10:23,230.77,2.85,0
2026-09-08 16:11:23,226.23,3.27,0
2026-09-08 16:12:23,228.51,3.16,0
2026-09-08 16:13:23,226.15,2.99,0
2026-09-08 16:14:23,228.31,3.15,0
2026-09-08 16:15:23,230.86,2.86,0
2026-09-08 16:16:23,233.22,3.0,0
2026-09-08 16:17:23,232.13,2.84,0
2026-09-08 16:18:23,233.19,3.21,0
2026-09-08 16:19:23,229.29,2.84,0
2026-09-08 16:20:23,232.87,2.7,0
2026-09-08 16:21:23,227.9,3.05,0
2026-09-08 16:22:23,227.3,2.97,0
2026-09-08 16:23:23,231.92,3.06,0
2026-09-08 16:24:23,226.73,3.23,0
2026-09-08 16:25:23,233.23,2.99,0
2026-09-08 16:26:23,230.53,3.29,0
2026-09-08 16:27:23,233.52,3.11,0
2026-09-08 16:28:23,229.17,3.04,0
2026-09-08 16:29:23,233.12,3.17,0
2026-09-08 16:30:23,226.87,2.87,0
2026-09-08 16:31:23,233.44,3.27,0
2026-09-08 16:32:23,226.02,2.94,0
2026-09-08 16:33:23,230.44,2.95,0
2026-09-08 16:34:23,229.19,2.8,0
2026-09-08 16:35:23,227.39,2.84,0
2026-09-08 16:36:23,232.83,3.2,0
2026-09-08 16:37:23,233.03,3.23,0
2026-09-08 16:38:23,226.21,2.72,0
2026-09-08 16:39:23,228.75,2.76,0
2026-09-08 16:40:23,227.94,3.17,0
2026-09-08 16:41:23,228.3,2.71,0
2026-09-08 16:42:23,229.16,2.77,0
2026-09-08 16:43:23,230.1,3.15,0
2026-09-08 16:44:23,226.03,2.96,0
2026-09-08 16:45:23,231.88,3.26,0
2026-09-08 16:46:23,231.43,3.0,0
2026-09-08 16:47:23,233.54,3.3,0
2026-09-08 16:48:23,232.58,3.3,0
2026-09-08 16:49:23,230.68,2.88,0
2026-09-08 16:50:23,230.87,3.1,0
2026-09-08 16:51:23,229.8,2.74,0
2026-09-08 16:52:23,230.67,2.88,0
2026-09-08 16:53:23,231.24,2.94,0
2026-09-08 16:54:23,232.53,2.96,0
2026-09-08 16:55:23,229.47,2.92,0
2026-09-08 16:56:23,233.79,3.08,0
2026-09-08 16:57:23,228.7,2.9,0
2026-09-08 16:58:23,227.08,3.11,0
2026-09-08 16:59:23,233.71,3.15,0
2026-09-08 17:00:23,231.13,3.2,0
2026-09-08 17:01:23,230.33,3.25,0
2026-09-08 17:02:23,230.84,2.85,0
2026-09-08 17:03:23,231.21,3.17,0
2026-09-08 17:04:23,230.03,3.03,0
2026-09-08 17:05:23,230.18,3.1,0
2026-09-08 17:06:23,231.14,3.09,0
2026-09-08 17:07:23,232.7,2.82,0
2026-09-08 17:08:23,233.9,3.08,0
2026-09-08 17:09:23,229.01,2.82,0
2026-09-08 17:10:23,233.56,2.81,0
2026-09-08 17:11:23,227.86,2.84,0
2026-09-08 17:12:23,230.18,3.17,0
2026-09-08 17:13:23,231.91,2.74,0
2026-09-08 17:14:23,226.85,2.9,0
2026-09-08 17:15:23,226.37,2.81,0
2026-09-08 17:16:23,233.14,3.03,0
2026-09-08 17:17:23,232.66,3.28,0
2026-09-08 17:18:23,228.67,2.78,0
2026-09-08 17:19:23,231.63,3.18,0
2026-09-08 17:20:23,230.41,3.0,0
2026-09-08 17:21:23,227.75,3.25,0
2026-09-08 17:22:23,229.57,3.22,0
2026-09-08 17:23:23,228.66,2.73,0
2026-09-08 17:24:23,230.96,3.23,0
2026-09-08 17:25:23,231.93,3.15,0
2026-09-08 17:26:23,226.3,2.88,0
2026-09-08 17:27:23,228.54,2.88,0
2026-09-08 17:28:23,231.5,3.28,0
2026-09-08 17:29:23,231.5,3.1,0
2026-09-08 17:30:23,230.78,2.97,0
2026-09-08 17:31:23,228.59,3.19,0
2026-09-08 17:32:23,232.66,3.08,0
2026-09-08 17:33:23,230.87,2.96,0
2026-09-08 17:34:23,231.08,3.18,0
2026-09-08 17:35:23,228.55,2.78,0
2026-09-08 17:36:23,232.21,2.98,0
2026-09-08 17:37:23,233.37,3.2,0
2026-09-08 17:38:23,226.5,2.85,0
2026-09-08 17:39:23,233.47,3.23,0
2026-09-08 17:40:23,230.65,2.9,0
2026-09-08 17:41:23,227.36,2.87,0
2026-09-08 17:42:23,233.78,3.19,0
2026-09-08 17:43:23,230.54,3.19,0
2026-09-08 17:44:23,230.28,2.72,0
2026-09-08 17:45:23,226.14,2.74,0
2026-09-08 17:46:23,230.07,2.73,0
2026-09-08 17:47:23,231.7,3.11,0
2026-09-08 17:48:23,227.11,2.96,0
2026-09-08 17:49:23,230.89,3.13,0
2026-09-08 17:50:23,233.21,3.21,0
2026-09-08 17:51:23,229.76,2.96,0
2026-09-08 17:52:23,233.91,2.76,0
2026-09-08 17:53:23,232.98,2.8,0
2026-09-08 17:54:23,229.65,3.06,0
2026-09-08 17:55:23,232.37,3.13,0
2026-09-08 17:56:23,231.24,3.15,0
2026-09-08 17:57:23,229.98,2.85,0
2026-09-08 17:58:23,232.93,3.04,0
2026-09-08 17:59:23,231.3,3.23,0
2026-09-08 18:00:23,227.62,3.03,0
2026-09-08 18:01:23,226.68,2.9,0
2026-09-08 18:02:23,228.99,3.22,0
2026-09-08 18:03:23,230.16,3.29,0
2026-09-08 18:04:23,229.47,3.29,0
2026-09-08 18:05:23,230.31,2.97,0
2026-09-08 18:06:23,227.13,2.83,0
2026-09-08 18:07:23,228.65,2.71,0
2026-09-08 18:08:23,233.28,2.88,0
2026-09-08 18:09:23,231.52,2.83,0
2026-09-08 18:10:23,229.85,3.26,0
2026-09-08 18:11:23,228.03,2.95,0
2026-09-08 18:12:23,231.7,2.74,0
2026-09-08 18:13:23,230.96,2.98,0
2026-09-08 18:14:23,233.27,3.25,0
2026-09-08 18:15:23,230.67,3.07,0
2026-09-08 18:16:23,233.53,3.28,0
2026-09-08 18:17:23,228.44,3.25,0
2026-09-08 18:18:23,233.29,2.94,0
2026-09-08 18:19:23,228.25,3.14,0
2026-09-08 18:20:23,227.96,3.19,0
2026-09-08 18:21:23,227.06,2.94,0
2026-09-08 18:22:23,233.57,3.19,0
2026-09-08 18:23:23,229.57,3.19,0
2026-09-08 18:24:23,233.76,2.84,0
2026-09-08 18:25:23,229.97,3.12,0
2026-09-08 18:26:23,230.13,2.72,0
2026-09-08 18:27:23,229.54,2.99,0
2026-09-08 18:28:23,227.26,2.95,0
2026-09-08 18:29:23,231.06,3.08,0
2026-09-08 18:30:23,229.68,2.96,0
2026-09-08 18:31:23,231.82,3.19,0
2026-09-08 18:32:23,227.76,2.72,0
2026-09-08 18:33:23,226.17,2.86,0
2026-09-08 18:34:23,228.81,2.7,0
2026-09-08 18:35:23,226.76,3.12,0
2026-09-08 18:36:23,230.53,2.74,0
2026-09-08 18:37:23,230.61,3.14,0
2026-09-08 18:38:23,233.27,2.78,0
2026-09-08 18:39:23,227.16,2.74,0
2026-09-08 18:40:23,227.7,3.0,0
2026-09-08 18:41:23,227.0,3.02,0
2026-09-08 18:42:23,232.22,3.18,0
2026-09-08 18:43:23,232.1,3.25,0
2026-09-08 18:44:23,231.7,3.13,0
2026-09-08 18:45:23,233.16,2.8,0
2026-09-08 18:46:23,226.8,2.78,0
2026-09-08 18:47:23,232.01,3.25,0
2026-09-08 18:48:23,227.61,3.26,0
2026-09-08 18:49:23,229.08,3.27,0
2026-09-08 18:50:23,226.66,2.96,0
2026-09-08 18:51:23,229.57,2.91,0
2026-09-08 18:52:23,230.95,2.84,0
2026-09-08 18:53:23,226.19,3.27,0
2026-09-08 18:54:23,228.66,3.06,0
2026-09-08 18:55:23,231.68,3.07,0
2026-09-08 18:56:23,226.21,2.76,0
2026-09-08 18:57:23,231.33,2.9,0
2026-09-08 18:58:23,229.14,3.07,0
2026-09-08 18:59:23,229.5,2.71,0
2026-09-08 19:00:23,230.44,3.26,0
2026-09-08 19:01:23,229.13,3.29,0
2026-09-08 19:02:23,230.34,2.75,0
2026-09-08 19:03:23,228.03,2.72,0
2026-09-08 19:04:23,228.17,2.9,0
2026-09-08 19:05:23,228.96,2.87,0
2026-09-08 19:06:23,233.92,2.71,0
2026-09-08 19:07:23,231.34,3.03,0
2026-09-08 19:08:23,230.7,2.91,0
2026-09-08 19:09:23,233.32,2.79,0
2026-09-08 19:10:23,229.26,3.2,0
2026-09-08 19:11:23,233.99,2.83,0
2026-09-08 19:12:23,232.72,2.97,0
2026-09-08 19:13:23,229.55,2.77,0
2026-09-08 19:14:23,226.28,3.16,0
2026-09-08 19:15:23,229.5,3.02,0
2026-09-08 19:16:23,232.24,2.82,0
2026-09-08 19:17:23,230.71,2.71,0
2026-09-08 19:18:23,231.3,2.98,0
2026-09-08 19:19:23,230.54,3.14,0
2026-09-08 19:20:23,230.09,3.2,0
2026-09-08 19:21:23,226.03,3.02,0
2026-09-08 19:22:23,232.97,2.9,0
2026-09-08 19:23:23,227.23,2.85,0
2026-09-08 19:24:23,229.39,2.76,0
2026-09-08 19:25:23,227.67,2.71,0
2026-09-08 19:26:23,233.66,3.08,0
2026-09-08 19:27:23,232.9,2.84,0
2026-09-08 19:28:23,230.46,3.2,0
2026-09-08 19:29:23,227.94,2.99,0
2026-09-08 19:30:23,227.37,2.79,0
2026-09-08 19:31:23,226.08,2.94,0
2026-09-08 19:32:23,231.59,2.89,0
2026-09-08 19:33:23,227.58,3.15,0
2026-09-08 19:34:23,229.25,2.96,0
2026-09-08 19:35:23,227.64,2.96,0
2026-09-08 19:36:23,231.38,2.98,0
2026-09-08 19:37:23,229.1,2.96,0
2026-09-08 19:38:23,228.96,2.71,0
2026-09-08 19:39:23,232.92,3.15,0
2026-09-08 19:40:23,228.75,2.75,0
2026-09-08 19:41:23,227.16,3.23,0
2026-09-08 19:42:23,231.04,2.73,0
2026-09-08 19:43:23,226.04,3.13,0
2026-09-08 19:44:23,228.6,3.2,0
2026-09-08 19:45:23,229.56,3.01,0
2026-09-08 19:46:23,230.9,2.74,0
2026-09-08 19:47:23,228.15,2.84,0
2026-09-08 19:48:23,229.08,2.88,0
2026-09-08 19:49:23,229.73,2.95,0
2026-09-08 19:50:23,228.76,2.89,0
2026-09-08 19:51:23,233.77,3.04,0
2026-09-08 19:52:23,227.31,2.89,0
2026-09-08 19:53:23,229.4,2.96,0
2026-09-08 19:54:23,230.88,3.26,0
2026-09-08 19:55:23,234.0,2.9,0
2026-09-08 19:56:23,232.91,3.24,0
2026-09-08 19:57:23,230.9,2.78,0
2026-09-08 19:58:23,226.89,2.78,0
2026-09-08 19:59:23,231.88,3.03,0
2026-09-08 20:00:23,233.54,2.71,0
2026-09-08 20:01:23,233.62,2.78,0
2026-09-08 20:02:23,229.64,3.26,0
2026-09-08 20:03:23,226.98,2.79,0
2026-09-08 20:04:23,227.02,3.23,0
2026-09-08 20:05:23,231.56,3.28,0
2026-09-08 20:06:23,232.73,3.13,0
2026-09-08 20:07:23,226.81,2.87,0
2026-09-08 20:08:23,232.36,2.79,0
2026-09-08 20:09:23,227.81,3.29,0
2026-09-08 20:10:23,231.04,2.95,0
2026-09-08 20:11:23,233.01,2.99,0
2026-09-08 20:12:23,228.96,2.77,0
2026-09-08 20:13:23,227.69,3.21,0
2026-09-08 20:14:23,228.78,2.87,0
2026-09-08 20:15:23,233.91,2.85,0
2026-09-08 20:16:23,226.79,2.7,0
2026-09-08 20:17:23,227.46,2.72,0
2026-09-08 20:18:23,231.48,3.14,0
2026-09-08 20:19:23,226.57,2.71,0
2026-09-08 20:20:23,231.74,2.84,0
2026-09-08 20:21:23,229.78,2.73,0
2026-09-08 20:22:23,232.87,2.73,0
2026-09-08 20:23:23,227.68,3.1,0
2026-09-08 20:24:23,227.17,2.76,0
2026-09-08 20:25:23,230.87,2.77,0
2026-09-08 20:26:23,226.19,3.17,0
2026-09-08 20:27:23,229.87,3.06,0
2026-09-08 20:28:23,232.39,3.13,0
2026-09-08 20:29:23,227.34,3.26,0
2026-09-08 20:30:23,233.28,2.98,0
2026-09-08 20:31:23,233.55,3.25,0
2026-09-08 20:32:23,233.84,2.72,0
2026-09-08 20:33:23,226.66,3.01,0
2026-09-08 20:34:23,231.0,3.11,0
2026-09-08 20:35:23,233.35,2.77,0
2026-09-08 20:36:23,231.09,2.91,0
2026-09-08 20:37:23,231.79,2.96,0
2026-09-08 20:38:23,229.37,3.1,0
2026-09-08 20:39:23,226.39,2.91,0
2026-09-08 20:40:23,231.75,3.02,0
2026-09-08 20:41:23,233.58,3.27,0
2026-09-08 20:42:23,227.51,3.18,0
2026-09-08 20:43:23,226.53,3.24,0
2026-09-08 20:44:23,228.23,3.26,0
2026-09-08 20:45:23,233.03,2.96,0
2026-09-08 20:46:23,230.23,2.97,0
